Age,MeanDNE.Apex,MedianDNE.Apex,IQRDNE.Apex,TotalDNE.TotalPolygonFaces,MedianDNE.Whole,IQRDNE.Whole,MeanDNE.Convex,MeanDNE.Concave,Proportion.DNEunder0.0001,Proportion.DNEover0.6,Population
67,0.034501 ,0.016791 ,0.027165 ,0.026256 ,0.007186 ,0.015469 ,0.029544 ,0.021683 ,0.003167 ,0.002763 ,Southeast Asian
40,0.032804 ,0.010513 ,0.022116 ,0.026300 ,0.005967 ,0.016502 ,0.018284 ,0.025279 ,0.005470 ,0.002664 ,Southeast Asian
75,0.032237 ,0.018561 ,0.023522 ,0.028073 ,0.003815 ,0.031457 ,0.022564 ,0.036989 ,0.004668 ,0.002392 ,Southeast Asian
51,0.031932 ,0.017493 ,0.021035 ,0.027182 ,0.011135 ,0.009283 ,0.019212 ,0.021598 ,0.005634 ,0.002747 ,Southeast Asian
53,0.034402 ,0.015269 ,0.031502 ,0.022016 ,0.003885 ,0.016755 ,0.021994 ,0.027355 ,0.004125 ,0.002205 ,Southeast Asian
60,0.031604 ,0.017246 ,0.039358 ,0.008616 ,0.006384 ,0.020038 ,0.022820 ,0.022568 ,0.003578 ,0.001418 ,Southeast Asian
51,0.018524 ,0.010451 ,0.033764 ,0.023056 ,0.006655 ,0.012742 ,0.020593 ,0.016153 ,0.005210 ,0.001632 ,Southeast Asian
66,0.023359 ,0.009284 ,0.027756 ,0.025374 ,0.009906 ,0.027840 ,0.027832 ,0.035750 ,0.003302 ,0.001379 ,Southeast Asian
30,0.028022 ,0.007962 ,0.014148 ,0.007288 ,0.005336 ,0.010903 ,0.014833 ,0.010308 ,0.004879 ,0.000552 ,Southeast Asian
55,0.040106 ,0.011631 ,0.021132 ,0.030867 ,0.007663 ,0.019879 ,0.018615 ,0.021251 ,0.005903 ,0.001654 ,Southeast Asian
71,0.040072 ,0.017835 ,0.037429 ,0.023441 ,0.010924 ,0.027182 ,0.020275 ,0.027637 ,0.004704 ,0.002369 ,Southeast Asian
75,0.056324 ,0.010487 ,0.031582 ,0.017558 ,0.009872 ,0.014923 ,0.020043 ,0.022289 ,0.004695 ,0.000755 ,Southeast Asian
37,0.024474 ,0.007887 ,0.021844 ,0.026345 ,0.005280 ,0.014908 ,0.020630 ,0.017440 ,0.009209 ,0.000515 ,Southeast Asian
65,0.033932 ,0.020944 ,0.027813 ,0.021601 ,0.008773 ,0.019460 ,0.020938 ,0.035858 ,0.003582 ,0.002778 ,Southeast Asian
75,0.039892 ,0.015617 ,0.034619 ,0.026614 ,0.011728 ,0.027497 ,0.021648 ,0.030580 ,0.004729 ,0.002454 ,Southeast Asian
93,0.063957 ,0.018609 ,0.042335 ,0.046261 ,0.013927 ,0.035243 ,0.029684 ,0.037204 ,0.002539 ,0.003344 ,Southeast Asian
73,0.042234 ,0.011536 ,0.027858 ,0.023227 ,0.010573 ,0.021454 ,0.020058 ,0.027073 ,0.003414 ,0.001819 ,Southeast Asian
55,0.030919 ,0.008247 ,0.015015 ,0.024810 ,0.007312 ,0.026912 ,0.024647 ,0.018814 ,0.004903 ,0.002110 ,Southeast Asian
22,0.025034 ,0.002866 ,0.022687 ,0.018144 ,0.002650 ,0.019951 ,0.010357 ,0.020545 ,0.006096 ,0.002184 ,Southeast Asian
76,0.039671 ,0.023965 ,0.028198 ,0.023386 ,0.009951 ,0.027366 ,0.022845 ,0.030413 ,0.003824 ,0.001507 ,Southeast Asian
68,0.029492 ,0.015813 ,0.017851 ,0.023901 ,0.011985 ,0.025254 ,0.020159 ,0.023885 ,0.006501 ,0.002143 ,Southeast Asian
72,0.034461 ,0.015587 ,0.028055 ,0.035988 ,0.015235 ,0.030691 ,0.029785 ,0.034892 ,0.004757 ,0.002664 ,Southeast Asian
65,0.045663 ,0.019123 ,0.028178 ,0.021321 ,0.007698 ,0.019988 ,0.029188 ,0.028680 ,0.002950 ,0.001493 ,Southeast Asian
40,0.025431 ,0.014086 ,0.025441 ,0.024620 ,0.004395 ,0.012417 ,0.016102 ,0.026799 ,0.005946 ,0.001058 ,Southeast Asian
60,0.042266 ,0.014280 ,0.031456 ,0.034068 ,0.010258 ,0.020917 ,0.017080 ,0.027343 ,0.005527 ,0.001310 ,Southeast Asian
24,0.019199 ,0.001816 ,0.014475 ,0.005413 ,0.004247 ,0.007833 ,0.014716 ,0.015658 ,0.008017 ,0.001007 ,Southeast Asian
46,0.033650 ,0.008865 ,0.021513 ,0.010132 ,0.004767 ,0.011497 ,0.020217 ,0.014409 ,0.003011 ,0.002547 ,Southeast Asian
86,0.054075 ,0.017022 ,0.027394 ,0.045152 ,0.009536 ,0.026807 ,0.032356 ,0.029948 ,0.003916 ,0.001261 ,Southeast Asian
38,0.025477 ,0.005919 ,0.015577 ,0.010231 ,0.004167 ,0.014259 ,0.020356 ,0.022641 ,0.007324 ,0.001403 ,Southeast Asian
39,0.030747 ,0.010358 ,0.018029 ,0.025547 ,0.005261 ,0.013090 ,0.020339 ,0.015362 ,0.004872 ,0.000448 ,Southeast Asian
75,0.018083 ,0.019350 ,0.022976 ,0.025580 ,0.006907 ,0.015839 ,0.020480 ,0.028544 ,0.003703 ,0.002305 ,Southeast Asian
34,0.024511 ,0.009434 ,0.018132 ,0.009620 ,0.004673 ,0.013901 ,0.016980 ,0.013030 ,0.007017 ,0.000472 ,Southeast Asian
69,0.036925 ,0.012062 ,0.032360 ,0.024937 ,0.011463 ,0.019578 ,0.021464 ,0.024564 ,0.003085 ,0.002172 ,Southeast Asian
72,0.045451 ,0.010514 ,0.031039 ,0.025301 ,0.010151 ,0.026573 ,0.028763 ,0.028750 ,0.003807 ,0.003271 ,Southeast Asian
43,0.034202 ,0.006506 ,0.018191 ,0.020915 ,0.004506 ,0.012411 ,0.019043 ,0.015739 ,0.003546 ,0.001390 ,Southeast Asian
37,0.022482 ,0.007146 ,0.015603 ,0.010276 ,0.002708 ,0.010974 ,0.021870 ,0.015538 ,0.003787 ,0.001013 ,Southeast Asian
56,0.033383 ,0.008559 ,0.034076 ,0.023246 ,0.011848 ,0.017635 ,0.017583 ,0.022536 ,0.003232 ,0.001559 ,Southeast Asian
36,0.021922 ,0.006334 ,0.019886 ,0.010300 ,0.003060 ,0.021165 ,0.019437 ,0.019176 ,0.008893 ,0.000478 ,Southeast Asian
64,0.023238 ,0.018663 ,0.031026 ,0.022457 ,0.012760 ,0.015469 ,0.019444 ,0.034198 ,0.004738 ,0.001551 ,Southeast Asian
56,0.039395 ,0.008460 ,0.034589 ,0.021141 ,0.007199 ,0.017704 ,0.016230 ,0.017346 ,0.004832 ,0.001602 ,Southeast Asian
40,0.029173 ,0.016974 ,0.020895 ,0.019465 ,0.006998 ,0.013028 ,0.015307 ,0.021636 ,0.006397 ,0.001596 ,Southeast Asian
57,0.045486 ,0.016134 ,0.030524 ,0.021737 ,0.009055 ,0.024600 ,0.022530 ,0.024155 ,0.005368 ,0.001482 ,Southeast Asian
61,0.022439 ,0.009931 ,0.036165 ,0.030198 ,0.011634 ,0.021409 ,0.026540 ,0.027402 ,0.003030 ,0.001828 ,Southeast Asian
39,0.018368 ,0.011424 ,0.016071 ,0.016696 ,0.002070 ,0.013139 ,0.020939 ,0.013177 ,0.007223 ,0.001847 ,Southeast Asian
36,0.019868 ,0.009468 ,0.021958 ,0.020463 ,0.002032 ,0.018199 ,0.018647 ,0.016018 ,0.004906 ,0.001130 ,Southeast Asian
58,0.037397 ,0.009460 ,0.020272 ,0.021143 ,0.006937 ,0.017541 ,0.014769 ,0.013543 ,0.005211 ,0.000533 ,Southeast Asian
68,0.038736 ,0.010541 ,0.028149 ,0.024835 ,0.012605 ,0.020161 ,0.021234 ,0.030507 ,0.005914 ,0.002132 ,Southeast Asian
40,0.030047 ,0.009291 ,0.023790 ,0.019726 ,0.004239 ,0.013286 ,0.018896 ,0.020967 ,0.004043 ,0.001471 ,Southeast Asian
40,0.030955 ,0.018552 ,0.023082 ,0.013409 ,0.007414 ,0.008244 ,0.020119 ,0.020662 ,0.005146 ,0.001443 ,Southeast Asian
32,0.025187 ,0.004134 ,0.024768 ,0.016697 ,0.007610 ,0.014006 ,0.020349 ,0.015446 ,0.005846 ,0.000837 ,Southeast Asian
54,0.038187 ,0.010991 ,0.033364 ,0.024302 ,0.012523 ,0.010536 ,0.020610 ,0.023384 ,0.006111 ,0.002000 ,Southeast Asian
54,0.034879 ,0.008437 ,0.018445 ,0.023905 ,0.005674 ,0.024536 ,0.023044 ,0.026110 ,0.005609 ,0.001450 ,Southeast Asian
64,0.020146 ,0.010954 ,0.028563 ,0.026569 ,0.009354 ,0.017528 ,0.021477 ,0.029183 ,0.004349 ,0.002151 ,Southeast Asian
75,0.020839 ,0.010747 ,0.025138 ,0.030647 ,0.009905 ,0.026743 ,0.020243 ,0.014826 ,0.003520 ,0.002087 ,Southeast Asian
53,0.015311 ,0.016084 ,0.020395 ,0.010261 ,0.006899 ,0.026875 ,0.018828 ,0.017777 ,0.003035 ,0.001724 ,Southeast Asian
88,0.044911 ,0.014024 ,0.040764 ,0.037833 ,0.009773 ,0.032395 ,0.028985 ,0.028114 ,0.003192 ,0.002575 ,Southeast Asian
42,0.044884 ,0.017596 ,0.016691 ,0.020395 ,0.004533 ,0.016173 ,0.020234 ,0.023681 ,0.005061 ,0.001830 ,Southeast Asian
68,0.014797 ,0.010811 ,0.025357 ,0.013183 ,0.006490 ,0.020684 ,0.025475 ,0.032933 ,0.003942 ,0.001490 ,Southeast Asian
22,0.031652 ,0.003030 ,0.018456 ,0.020804 ,0.008562 ,0.017670 ,0.020492 ,0.017322 ,0.005073 ,0.001852 ,Southeast Asian
64,0.036950 ,0.013032 ,0.034172 ,0.024100 ,0.007701 ,0.020558 ,0.022165 ,0.030934 ,0.001490 ,0.001771 ,Southeast Asian
48,0.028331 ,0.009814 ,0.018345 ,0.022106 ,0.003300 ,0.021181 ,0.016542 ,0.020540 ,0.004862 ,0.002304 ,Southeast Asian
65,0.039444 ,0.014291 ,0.034639 ,0.022314 ,0.014539 ,0.021526 ,0.024172 ,0.030972 ,0.005584 ,0.001933 ,Southeast Asian
52,0.044382 ,0.010846 ,0.026878 ,0.024681 ,0.006898 ,0.023440 ,0.017046 ,0.024031 ,0.004391 ,0.001558 ,Southeast Asian
48,0.024561 ,0.010610 ,0.025781 ,0.023262 ,0.004685 ,0.017902 ,0.018067 ,0.014946 ,0.005099 ,0.002308 ,Southeast Asian
65,0.033896 ,0.011472 ,0.029887 ,0.023447 ,0.014141 ,0.032493 ,0.023424 ,0.014871 ,0.002331 ,0.002075 ,Southeast Asian
22,0.025269 ,0.008348 ,0.016262 ,0.010309 ,0.005107 ,0.014034 ,0.019854 ,0.017622 ,0.004059 ,0.001081 ,Southeast Asian
40,0.016596 ,0.016206 ,0.024484 ,0.021041 ,0.002552 ,0.014382 ,0.017206 ,0.022048 ,0.008946 ,0.001699 ,Southeast Asian
42,0.045781 ,0.012673 ,0.023194 ,0.024860 ,0.002532 ,0.025985 ,0.017252 ,0.020527 ,0.005063 ,0.001438 ,Southeast Asian
65,0.036890 ,0.010925 ,0.029337 ,0.028631 ,0.010836 ,0.022002 ,0.020526 ,0.034029 ,0.004512 ,0.001987 ,Southeast Asian
33,0.027248 ,0.008223 ,0.017601 ,0.017374 ,0.005795 ,0.013157 ,0.013067 ,0.014564 ,0.007008 ,0.000450 ,Southeast Asian
54,0.023661 ,0.009423 ,0.019117 ,0.024100 ,0.009682 ,0.021093 ,0.021825 ,0.017113 ,0.004157 ,0.002423 ,Southeast Asian
49,0.021587 ,0.012236 ,0.022179 ,0.025043 ,0.005195 ,0.023970 ,0.021848 ,0.023342 ,0.003897 ,0.002453 ,Southeast Asian
45,0.032037 ,0.013520 ,0.020686 ,0.013730 ,0.005089 ,0.013683 ,0.020081 ,0.021872 ,0.005123 ,0.001384 ,Southeast Asian
66,0.040078 ,0.011198 ,0.033043 ,0.010535 ,0.008768 ,0.026930 ,0.021407 ,0.025065 ,0.002189 ,0.001956 ,Southeast Asian
77,0.046023 ,0.012106 ,0.023661 ,0.036887 ,0.004691 ,0.032521 ,0.028379 ,0.037500 ,0.004149 ,0.001665 ,Southeast Asian
68,0.019428 ,0.009284 ,0.031426 ,0.026317 ,0.007731 ,0.021631 ,0.024751 ,0.027116 ,0.002582 ,0.003264 ,Southeast Asian
34,0.030148 ,0.005881 ,0.015624 ,0.008212 ,0.004125 ,0.013344 ,0.014972 ,0.015832 ,0.003113 ,0.000515 ,Southeast Asian
72,0.029768 ,0.021797 ,0.040691 ,0.029450 ,0.007243 ,0.023696 ,0.024804 ,0.030449 ,0.003432 ,0.002263 ,Southeast Asian
72,0.026811 ,0.022421 ,0.029010 ,0.041543 ,0.006197 ,0.020714 ,0.023819 ,0.035886 ,0.002880 ,0.002326 ,Southeast Asian
44,0.030801 ,0.007449 ,0.030176 ,0.015788 ,0.006100 ,0.025696 ,0.022514 ,0.020192 ,0.004560 ,0.001360 ,Southeast Asian
91,0.048889 ,0.013816 ,0.045758 ,0.049159 ,0.015607 ,0.029180 ,0.028164 ,0.029280 ,0.002949 ,0.003163 ,Southeast Asian
91,0.052290 ,0.022836 ,0.043256 ,0.047493 ,0.009670 ,0.022188 ,0.036171 ,0.043048 ,0.002104 ,0.002192 ,Southeast Asian
40,0.033996 ,0.017250 ,0.016870 ,0.020811 ,0.008350 ,0.013444 ,0.021637 ,0.016657 ,0.006759 ,0.001560 ,Southeast Asian
66,0.020864 ,0.012316 ,0.034107 ,0.024783 ,0.004969 ,0.014823 ,0.020171 ,0.021675 ,0.003513 ,0.001054 ,Southeast Asian
78,0.053001 ,0.021236 ,0.025813 ,0.026846 ,0.014117 ,0.023285 ,0.024080 ,0.029746 ,0.003148 ,0.001603 ,Southeast Asian
42,0.022461 ,0.016674 ,0.022559 ,0.014197 ,0.006594 ,0.018642 ,0.016407 ,0.021843 ,0.005064 ,0.002309 ,Southeast Asian
40,0.031140 ,0.010132 ,0.023906 ,0.021641 ,0.008234 ,0.015856 ,0.015919 ,0.021395 ,0.005396 ,0.000703 ,Southeast Asian
40,0.031659 ,0.012759 ,0.022613 ,0.011050 ,0.004243 ,0.014885 ,0.020834 ,0.022162 ,0.006356 ,0.000891 ,Southeast Asian
34,0.018228 ,0.010137 ,0.015651 ,0.022137 ,0.006719 ,0.005681 ,0.015594 ,0.017725 ,0.004169 ,0.000693 ,Southeast Asian
44,0.034402 ,0.008646 ,0.022101 ,0.012530 ,0.004649 ,0.017915 ,0.018311 ,0.019448 ,0.005505 ,0.001990 ,Southeast Asian
50,0.036113 ,0.013632 ,0.034693 ,0.021629 ,0.002698 ,0.026916 ,0.019378 ,0.024807 ,0.004895 ,0.001341 ,Southeast Asian
39,0.028026 ,0.015917 ,0.019845 ,0.017602 ,0.008644 ,0.016489 ,0.019315 ,0.020627 ,0.005038 ,0.001338 ,Southeast Asian
55,0.047909 ,0.009734 ,0.028339 ,0.026213 ,0.007375 ,0.030190 ,0.022296 ,0.019548 ,0.003164 ,0.002395 ,Southeast Asian
88,0.059583 ,0.014933 ,0.036249 ,0.038935 ,0.011495 ,0.025875 ,0.026980 ,0.029007 ,0.002865 ,0.003088 ,Southeast Asian
75,0.040782 ,0.015467 ,0.024506 ,0.026255 ,0.011272 ,0.025407 ,0.023264 ,0.032876 ,0.003354 ,0.003063 ,Southeast Asian
50,0.034428 ,0.010082 ,0.031452 ,0.025295 ,0.005838 ,0.025530 ,0.018668 ,0.019398 ,0.004867 ,0.002662 ,Southeast Asian
23,0.020554 ,0.003540 ,0.014957 ,0.008285 ,0.004992 ,0.017824 ,0.018370 ,0.012399 ,0.009951 ,0.001168 ,Southeast Asian
64,0.028363 ,0.008844 ,0.031466 ,0.027821 ,0.010477 ,0.024408 ,0.019289 ,0.031235 ,0.006787 ,0.002496 ,Southeast Asian
57,0.033857 ,0.010917 ,0.022335 ,0.025735 ,0.007179 ,0.023908 ,0.020323 ,0.022277 ,0.004540 ,0.001450 ,Southeast Asian
54,0.030255 ,0.009435 ,0.021707 ,0.023698 ,0.008563 ,0.021610 ,0.018936 ,0.020159 ,0.003169 ,0.001529 ,Southeast Asian
72,0.044880 ,0.019247 ,0.031215 ,0.037606 ,0.011555 ,0.026414 ,0.020446 ,0.032939 ,0.003120 ,0.001482 ,Southeast Asian
83,0.046978 ,0.014751 ,0.041752 ,0.029461 ,0.012406 ,0.027537 ,0.029734 ,0.027969 ,0.004930 ,0.002415 ,Southeast Asian
40,0.032690 ,0.010119 ,0.018382 ,0.024637 ,0.009657 ,0.016989 ,0.016133 ,0.022260 ,0.005748 ,0.001707 ,Southeast Asian
72,0.045101 ,0.012192 ,0.032362 ,0.011791 ,0.011565 ,0.018152 ,0.022439 ,0.018475 ,0.003135 ,0.000825 ,Southeast Asian
79,0.031673 ,0.017717 ,0.024193 ,0.029197 ,0.014882 ,0.024435 ,0.025032 ,0.033232 ,0.002699 ,0.002347 ,Southeast Asian
91,0.058889 ,0.020165 ,0.039910 ,0.052655 ,0.012250 ,0.036971 ,0.030235 ,0.032120 ,0.002488 ,0.001801 ,Southeast Asian
78,0.045302 ,0.013780 ,0.043450 ,0.025249 ,0.010888 ,0.026281 ,0.023231 ,0.023770 ,0.002524 ,0.002141 ,Southeast Asian
78,0.046598 ,0.019368 ,0.029153 ,0.035643 ,0.013540 ,0.031468 ,0.026163 ,0.025741 ,0.003892 ,0.001092 ,Southeast Asian
70,0.043104 ,0.011000 ,0.032177 ,0.040524 ,0.010476 ,0.029251 ,0.020860 ,0.032368 ,0.004799 ,0.002923 ,Southeast Asian
44,0.040930 ,0.018566 ,0.036874 ,0.030022 ,0.007131 ,0.025058 ,0.017448 ,0.024075 ,0.004435 ,0.001260 ,Southeast Asian
49,0.031408 ,0.010039 ,0.026915 ,0.023834 ,0.005900 ,0.025490 ,0.019971 ,0.027836 ,0.004818 ,0.000805 ,Southeast Asian
78,0.037509 ,0.013585 ,0.040177 ,0.030864 ,0.012192 ,0.023187 ,0.023168 ,0.037141 ,0.005108 ,0.002375 ,Southeast Asian
56,0.032406 ,0.010635 ,0.025895 ,0.024651 ,0.009299 ,0.020346 ,0.018184 ,0.023558 ,0.003144 ,0.001656 ,Southeast Asian
77,0.040365 ,0.023728 ,0.036050 ,0.029327 ,0.009655 ,0.024167 ,0.017580 ,0.034013 ,0.002984 ,0.002080 ,Southeast Asian
70,0.032250 ,0.008882 ,0.024615 ,0.037360 ,0.010784 ,0.016379 ,0.026782 ,0.014666 ,0.006253 ,0.002511 ,Southeast Asian
70,0.039272 ,0.008961 ,0.042170 ,0.031123 ,0.008360 ,0.023688 ,0.024562 ,0.031272 ,0.003014 ,0.001962 ,Southeast Asian
44,0.038077 ,0.018493 ,0.031394 ,0.028594 ,0.013860 ,0.024412 ,0.019198 ,0.028440 ,0.006982 ,0.002234 ,Southeast Asian
81,0.045573 ,0.020211 ,0.054240 ,0.036279 ,0.014609 ,0.022341 ,0.024592 ,0.034946 ,0.003432 ,0.001652 ,Southeast Asian
58,0.028489 ,0.010543 ,0.017659 ,0.027583 ,0.003595 ,0.021870 ,0.017476 ,0.018590 ,0.003054 ,0.002006 ,Southeast Asian
80,0.048956 ,0.016836 ,0.039111 ,0.034663 ,0.010668 ,0.024530 ,0.027385 ,0.033331 ,0.002331 ,0.002332 ,Southeast Asian
72,0.037939 ,0.008270 ,0.018593 ,0.033072 ,0.014046 ,0.027012 ,0.024673 ,0.036477 ,0.003206 ,0.002167 ,Southeast Asian
86,0.050943 ,0.020813 ,0.046090 ,0.037826 ,0.010095 ,0.037298 ,0.028419 ,0.035245 ,0.002548 ,0.004038 ,Southeast Asian
70,0.058266 ,0.016182 ,0.040032 ,0.033858 ,0.012555 ,0.027214 ,0.021321 ,0.032033 ,0.004318 ,0.001785 ,Southeast Asian
64,0.032142 ,0.019697 ,0.028277 ,0.031069 ,0.006185 ,0.023045 ,0.016019 ,0.026405 ,0.002529 ,0.000744 ,Southeast Asian
57,0.033738 ,0.011785 ,0.039587 ,0.027075 ,0.011425 ,0.020060 ,0.017766 ,0.017475 ,0.004994 ,0.002058 ,Southeast Asian
